"","YearRemodAdd","X2ndFlrSF","X1stFlrSF","GrLivArea","TotalBsmtSF","TotRmsAbvGrd","SalePrice","GarageArea","YrSold","MoSold","DateSold","TotalSF","index_TotalSF","index_GarageArea","index_GrLivArea","index_YearRemodAdd","index_Room"
"1171",1977,0,1118,1118,1096,6,171000,358,2008,7,"07//2008",2214,2,3,2,4,3
"1172",1958,0,1261,1261,1261,6,163000,433,2008,11,"11//2008",2522,2,3,2,2,3
"1173",2007,625,625,1250,625,5,171900,625,2008,3,"03//2008",1875,2,4,2,8,2
"1174",1994,971,1636,3086,1598,12,200500,0,2007,3,"03//2007",4205,3,1,5,6,7
"1175",1950,1175,1170,2345,952,9,239000,360,2006,7,"07//2006",3297,3,3,4,1,5
"1176",2000,743,2129,2872,1683,9,285000,541,2007,4,"04//2007",4555,3,4,4,7,5
"1177",1985,0,923,923,876,5,119500,264,2008,10,"10//2008",1799,2,2,1,5,2
"1178",2004,406,818,1224,818,5,115000,210,2009,12,"12//2009",2042,2,2,2,8,2
"1179",1950,523,820,1343,731,7,154900,186,2009,7,"07//2009",2074,2,2,2,1,4
"1180",1954,0,1124,1124,0,5,93000,0,2006,4,"04//2006",1124,1,1,2,1,2
"1181",1991,1216,1298,2514,1216,8,250000,693,2006,4,"04//2006",3730,3,4,4,6,4
"1182",2008,0,1652,1652,1600,5,392500,482,2008,11,"11//2008",3252,3,3,2,8,2
"1183",1996,2065,2411,4476,2396,10,745000,813,2007,7,"07//2007",6872,5,5,7,7,6
"1184",1950,0,1130,1130,1120,5,120000,720,2006,6,"06//2006",2250,2,5,2,1,2
"1185",1963,0,1572,1572,1572,5,186700,995,2007,5,"05//2007",3144,2,6,2,2,2
"1186",1950,272,949,1221,784,7,104900,392,2006,3,"03//2006",2005,2,3,2,1,4
"1187",1970,685,1014,1699,978,7,95000,420,2009,8,"08//2009",2677,2,3,3,3,4
"1188",1995,0,1624,1624,1624,5,262000,757,2006,7,"07//2006",3248,3,5,2,6,2
"1189",2002,829,831,1660,831,7,195000,493,2009,7,"07//2009",2491,2,3,2,7,4
"1190",1999,776,1028,1804,994,7,189000,442,2010,6,"06//2010",2798,2,3,3,7,4
"1191",1975,0,1622,1622,1249,7,168000,1356,2007,3,"03//2007",2871,2,8,2,4,4
"1192",2000,677,764,1441,776,5,174000,492,2007,11,"11//2007",2217,2,3,2,7,2
"1193",1994,630,842,1472,702,6,125000,250,2007,7,"07//2007",2174,2,2,2,6,3
"1194",1999,0,1224,1224,1224,5,165000,402,2009,6,"06//2009",2448,2,3,2,7,2
"1195",1969,689,663,1352,663,7,158000,299,2010,3,"03//2010",2015,2,2,2,3,4
"1196",2005,728,728,1456,728,8,176000,400,2008,7,"07//2008",2184,2,3,2,8,4
"1197",2006,984,879,1863,879,9,219210,660,2006,11,"11//2006",2742,2,4,3,8,5
"1198",1950,875,815,1690,815,7,144000,225,2006,7,"07//2006",2505,2,2,3,1,4
"1199",2001,0,1212,1212,1212,6,178000,573,2009,6,"06//2009",2424,2,4,2,7,3
"1200",1979,0,1382,1382,1051,6,148000,459,2006,10,"10//2006",2433,2,3,2,4,3
"1201",1970,0,864,864,864,5,116050,280,2006,7,"07//2006",1728,1,2,1,3,2
"1202",1998,913,866,1779,866,6,197900,546,2009,3,"03//2009",2645,2,4,3,7,3
"1203",1997,464,884,1348,884,5,117000,216,2009,5,"05//2009",2232,2,2,2,7,2
"1204",2001,0,1630,1630,1630,6,213000,451,2009,10,"10//2009",3260,3,3,2,7,3
"1205",1975,0,1074,1074,1056,6,153500,495,2006,7,"07//2006",2130,2,3,2,4,3
"1206",1991,0,2196,2196,2158,7,271900,701,2009,6,"06//2009",4354,3,4,3,6,4
"1207",1966,0,1056,1056,1056,5,107000,384,2006,11,"11//2006",2112,2,3,2,3,2
"1208",2003,0,1700,1700,1682,7,200000,544,2006,5,"05//2006",3382,3,4,3,8,4
"1209",1980,0,1283,1283,931,6,140000,506,2008,10,"10//2008",2214,2,3,2,4,3
"1210",2006,0,1660,1660,1660,8,290000,500,2006,5,"05//2006",3320,3,3,2,8,4
"1211",1992,790,1055,1845,1055,8,189000,462,2010,5,"05//2010",2900,2,3,3,6,4
"1212",2005,672,1080,1752,559,8,164000,492,2010,6,"06//2010",2311,2,3,3,8,4
"1213",1950,0,672,672,672,4,113000,234,2009,8,"08//2009",1344,1,2,1,1,2
"1214",2001,0,960,960,648,3,145000,364,2006,5,"05//2006",1608,1,3,1,7,1
"1215",1962,0,999,999,925,6,134500,300,2006,5,"05//2006",1924,2,2,2,2,3
"1216",1966,0,894,894,894,5,125000,384,2007,5,"05//2007",1788,2,3,1,3,2
"1217",1978,584,1318,1902,0,8,112000,539,2010,4,"04//2010",1902,2,4,3,4,4
"1218",2009,0,1314,1314,1300,6,229456,552,2009,9,"09//2009",2614,2,4,2,8,3
"1219",1950,240,672,912,0,3,80500,0,2006,7,"07//2006",912,1,1,1,1,1
"1220",1971,546,672,1218,672,7,91500,0,2006,4,"04//2006",1890,2,1,2,3,4
"1221",1964,0,912,912,912,5,115000,288,2006,11,"11//2006",1824,2,2,1,2,2
"1222",1968,0,1211,1211,952,5,134000,322,2008,8,"08//2008",2163,2,2,2,3,2
"1223",1950,678,1168,1846,1040,7,143000,315,2007,1,"01//2007",2886,2,2,3,1,4
"1224",1951,0,2136,2136,2136,7,137900,528,2006,10,"10//2006",4272,3,3,3,1,4
"1225",2005,702,788,1490,788,8,184000,388,2008,2,"02//2008",2278,2,3,2,8,4
"1226",1958,0,1138,1138,588,6,145000,264,2007,6,"06//2007",1726,1,2,2,2,3
"1227",2007,1039,894,1933,894,9,214000,668,2008,1,"01//2008",2827,2,4,3,8,5
"1228",2008,0,912,912,912,5,147000,576,2008,12,"12//2008",1824,2,4,1,8,2
"1229",2008,0,1702,1702,1702,7,367294,1052,2008,10,"10//2008",3404,3,6,3,8,4
"1230",1960,0,1507,1507,1075,7,127000,404,2008,8,"08//2008",2582,2,3,2,2,4
"1231",1977,1259,1361,2620,1361,12,190000,600,2007,8,"08//2007",3981,3,4,4,4,7
"1232",1962,0,1190,1190,1106,6,132500,540,2006,5,"05//2006",2296,2,4,2,2,3
"1233",1962,0,1224,1224,0,6,101800,462,2007,3,"03//2007",1224,1,3,2,2,3
"1234",1959,0,1188,1188,1188,6,142000,531,2010,5,"05//2010",2376,2,3,2,2,3
"1235",1950,940,1024,1964,940,7,130000,0,2008,11,"11//2008",2904,2,1,3,1,4
"1236",1950,892,892,1784,747,9,138887,180,2006,7,"07//2006",2531,2,2,3,1,5
"1237",2003,862,764,1626,764,6,175500,474,2010,6,"06//2010",2390,2,3,2,8,3
"1238",2005,1101,847,1948,847,8,195000,434,2006,9,"09//2006",2795,2,3,3,8,4
"1239",2005,0,1141,1141,1141,6,142500,484,2006,3,"03//2006",2282,2,3,2,8,3
"1240",2006,0,1484,1484,1476,6,265900,472,2007,12,"12//2007",2960,2,3,2,8,3
"1241",2003,884,884,1768,884,8,224900,543,2008,7,"07//2008",2652,2,4,3,8,4
"1242",2007,0,1689,1689,1689,7,248328,954,2007,6,"06//2007",3378,3,6,3,8,4
"1243",1974,0,1173,1173,1053,6,170000,528,2010,1,"01//2010",2226,2,3,2,4,3
"1244",2006,0,2076,2076,2076,7,465000,850,2006,9,"09//2006",4152,3,5,3,8,4
"1245",1950,725,792,1517,792,7,230000,400,2006,6,"06//2006",2309,2,3,2,1,4
"1246",2003,728,1140,1868,585,7,178000,477,2007,1,"01//2007",2453,2,3,3,8,4
"1247",2006,797,756,1553,756,6,186500,615,2006,3,"03//2006",2309,2,4,2,8,3
"1248",1976,0,1034,1034,1012,6,169900,888,2010,5,"05//2010",2046,2,6,2,4,3
"1249",1950,924,1134,2058,735,8,129500,396,2008,4,"04//2008",2793,2,3,3,1,4
"1250",1950,0,988,988,876,6,119000,276,2007,5,"05//2007",1864,2,2,1,1,3
"1251",1968,0,2110,2110,2110,8,244000,522,2010,4,"04//2010",4220,3,3,3,3,4
"1252",2003,0,1405,1405,1405,6,171750,478,2006,3,"03//2006",2810,2,3,2,8,3
"1253",1968,0,874,874,864,5,130000,288,2009,11,"11//2009",1738,1,2,1,3,2
"1254",2003,651,1516,2167,1192,9,294000,518,2007,7,"07//2007",3359,3,3,3,8,5
"1255",2004,896,760,1656,746,7,165400,397,2008,7,"07//2008",2402,2,3,2,8,4
"1256",1950,408,959,1367,884,6,127500,560,2007,11,"11//2007",2251,2,4,2,1,3
"1257",1994,0,1987,1987,1986,7,301500,691,2008,8,"08//2008",3973,3,4,3,6,4
"1258",1950,0,864,864,864,4,99900,0,2009,7,"07//2009",1728,1,1,1,1,2
"1259",2005,0,1166,1166,856,5,190000,400,2008,7,"07//2008",2022,2,3,2,8,2
"1260",1969,0,1054,1054,1054,6,151000,460,2008,7,"07//2008",2108,2,3,2,3,3
"1261",1999,783,892,1675,841,7,181000,502,2009,6,"06//2009",2516,2,3,3,7,4
"1262",1956,0,1050,1050,1050,5,128900,338,2009,6,"06//2009",2100,2,2,2,1,2
"1263",1989,684,1104,1788,1104,8,161500,304,2009,11,"11//2009",2892,2,2,3,6,4
"1264",1950,764,1060,1824,764,8,180500,520,2007,7,"07//2007",2588,2,3,3,1,4
"1265",1999,0,1337,1337,1405,5,181000,511,2008,8,"08//2008",2742,2,3,2,7,2
"1266",1999,739,713,1452,691,6,183900,506,2006,3,"03//2006",2143,2,3,2,7,3
"1267",1950,925,964,1889,925,9,122000,308,2007,1,"01//2007",2814,2,2,3,1,5
"1268",2009,0,2018,2018,2002,10,378500,746,2010,5,"05//2010",4020,3,5,3,8,6
"1269",1997,1479,1968,3447,728,11,381000,1014,2008,5,"05//2008",4175,3,6,5,7,6
"1270",1958,650,874,1524,874,7,144000,315,2007,7,"07//2007",2398,2,2,2,2,4
"1271",1979,192,1332,1524,1332,4,260000,586,2010,4,"04//2010",2856,2,4,2,4,2
"1272",1968,0,1489,1489,1489,7,185750,462,2009,8,"08//2009",2978,2,3,2,3,4
"1273",1965,0,935,935,935,5,137000,288,2006,11,"11//2006",1870,2,2,1,2,2
"1274",2006,0,1357,1357,1019,5,177000,312,2008,5,"05//2008",2376,2,2,2,8,2
"1275",2003,589,661,1250,661,8,139000,552,2007,11,"11//2007",1911,2,4,2,8,4
"1276",1950,992,928,1920,928,10,137000,400,2007,7,"07//2007",2848,2,3,3,1,6
"1277",1972,660,735,1395,723,6,162000,497,2009,12,"12//2009",2118,2,3,2,3,3
"1278",1976,0,1724,1724,1680,7,197900,480,2009,6,"06//2009",3404,3,3,3,4,4
"1279",2002,903,1128,2031,1128,7,237000,577,2008,3,"03//2008",3159,2,4,3,7,4
"1280",1950,430,698,1128,698,6,68400,528,2010,4,"04//2010",1826,2,3,2,1,3
"1281",2002,0,1573,1573,1573,6,227000,544,2009,3,"03//2009",3146,2,4,2,7,3
"1282",1990,0,1339,1339,1309,6,180000,484,2006,7,"07//2006",2648,2,3,2,6,3
"1283",2008,0,1040,1040,1040,5,150500,484,2009,9,"09//2009",2080,2,3,2,8,2
"1284",1971,912,912,1824,912,8,139000,0,2010,4,"04//2010",2736,2,1,3,3,4
"1285",1990,748,1699,2447,804,10,169000,336,2010,3,"03//2010",3251,3,2,4,6,6
"1286",1950,587,825,1412,780,6,132500,280,2009,5,"05//2009",2192,2,2,2,1,3
"1287",1963,0,1328,1328,1328,6,143000,528,2010,6,"06//2010",2656,2,3,2,2,3
"1288",1964,0,1582,1582,1624,7,190000,390,2006,6,"06//2006",3206,3,3,2,2,4
"1289",2000,0,1659,1659,1501,5,278000,499,2009,10,"10//2009",3160,2,3,2,7,2
"1290",2006,850,1120,1970,1085,8,281000,753,2006,10,"10//2006",3055,2,5,3,8,4
"1291",1964,0,1152,1152,1152,6,180500,484,2010,4,"04//2010",2304,2,3,2,2,3
"1292",1972,672,630,1302,630,6,119500,264,2009,2,"02//2009",1932,2,2,2,3,3
"1293",1965,994,1378,2372,994,11,107500,432,2009,12,"12//2009",3366,3,3,4,2,6
"1294",1976,832,832,1664,832,8,162900,528,2006,3,"03//2006",2496,2,3,3,4,4
"1295",1990,0,864,864,864,5,115000,572,2006,4,"04//2006",1728,1,4,1,6,2
"1296",1968,0,1052,1052,1052,5,138500,288,2006,11,"11//2006",2104,2,2,2,3,2
"1297",1963,0,1128,1128,1120,6,155000,525,2008,12,"12//2008",2248,2,3,2,2,3
"1298",2006,0,1072,1072,547,5,140000,525,2006,6,"06//2006",1619,1,3,2,8,2
"1299",2008,950,4692,5642,6110,12,160000,1418,2008,1,"01//2008",11752,8,8,8,8,7
"1300",1994,0,1246,1246,1246,6,154000,305,2010,5,"05//2010",2492,2,2,2,6,3
"1301",1999,978,1005,1983,978,9,225000,490,2009,5,"05//2009",2961,2,3,3,7,5
"1302",1950,741,753,1494,771,7,177500,213,2009,11,"11//2009",2265,2,2,2,1,4
"1303",1994,1323,1203,2526,1165,8,290000,844,2006,12,"12//2006",3691,3,5,4,6,4
"1304",2005,0,1616,1616,1616,7,232000,834,2006,4,"04//2006",3232,3,5,2,8,4
"1305",2004,732,976,1708,976,7,130000,380,2006,4,"04//2006",2684,2,3,3,8,4
"1306",2007,0,1652,1652,1652,6,325000,840,2009,11,"11//2009",3304,3,5,2,8,3
"1307",2006,0,1368,1368,1368,6,202500,474,2006,9,"09//2006",2736,2,3,2,8,3
"1308",1995,0,990,990,990,5,138000,480,2009,5,"05//2009",1980,2,3,1,6,2
"1309",2005,0,1122,1122,924,6,147000,528,2008,5,"05//2008",2046,2,3,2,8,3
"1310",1991,0,1294,1294,1278,6,179200,496,2008,6,"06//2008",2572,2,3,2,6,3
"1311",2002,0,1902,1902,1902,7,335000,567,2010,5,"05//2010",3804,3,4,3,7,4
"1312",2007,0,1274,1274,1274,6,203000,508,2007,1,"01//2007",2548,2,3,2,8,3
"1313",1990,1357,1453,2810,1453,9,302000,750,2007,6,"06//2007",4263,3,5,4,6,5
"1314",1999,1177,1422,2599,1393,10,333168,779,2010,5,"05//2010",3992,3,5,4,7,6
"1315",1954,0,948,948,948,5,119000,280,2007,10,"10//2007",1896,2,2,1,1,2
"1316",1969,1020,1092,2112,952,9,206900,576,2008,6,"06//2008",3064,2,4,3,3,5
"1317",2008,0,1630,1630,1622,8,295493,860,2009,1,"01//2009",3252,3,5,2,8,4
"1318",2007,0,1352,1352,1352,5,208900,466,2007,4,"04//2007",2704,2,3,2,8,2
"1319",2002,0,1787,1787,1753,7,275000,748,2006,8,"08//2006",3540,3,5,3,7,4
"1320",1954,0,948,948,864,5,111000,248,2007,2,"02//2007",1812,2,2,1,1,2
"1321",1957,0,1478,1478,1478,6,156500,442,2009,6,"06//2009",2956,2,3,2,1,3
"1322",1950,0,720,720,0,4,72500,287,2008,7,"07//2008",720,1,2,1,1,2
"1323",1992,862,1061,1923,750,8,190000,564,2010,6,"06//2010",2673,2,4,3,6,4
"1324",1950,0,708,708,420,5,82500,0,2009,12,"12//2009",1128,1,1,1,1,2
"1325",2007,0,1795,1795,1795,7,147000,895,2007,2,"02//2007",3590,3,6,3,8,4
"1326",1950,0,796,796,796,5,55000,0,2008,1,"01//2008",1592,1,1,1,1,2
"1327",2006,0,774,774,544,6,79000,0,2007,5,"05//2007",1318,1,1,1,8,3
"1328",2008,0,816,816,816,5,130500,264,2008,10,"10//2008",1632,1,2,1,8,2
"1329",1950,1208,1584,2792,1510,8,256000,520,2008,6,"06//2008",4302,3,3,4,1,4
"1330",1998,677,955,1632,935,8,176500,462,2006,6,"06//2006",2567,2,3,2,7,4
"1331",2006,0,1588,1588,1588,7,227000,825,2007,12,"12//2007",3176,2,5,2,8,4
"1332",1976,0,954,954,911,6,132500,576,2006,7,"07//2006",1865,2,4,1,4,3
"1333",1958,0,816,816,816,3,100000,288,2009,5,"05//2009",1632,1,2,1,2,1
"1334",1995,557,803,1360,803,6,125500,297,2006,7,"07//2006",2163,2,2,2,6,3
"1335",1970,600,765,1365,765,7,125000,440,2009,5,"05//2009",2130,2,3,2,3,4
"1336",1977,0,1334,1334,1350,6,167900,630,2009,4,"04//2009",2684,2,4,2,4,3
"1337",1973,0,1656,1656,1656,8,135000,506,2008,11,"11//2008",3312,3,3,2,4,4
"1338",1950,0,693,693,693,4,52500,0,2006,3,"03//2006",1386,1,1,1,1,2
"1339",2002,941,920,1861,916,8,200000,492,2006,6,"06//2006",2777,2,3,3,7,4
"1340",1972,0,864,864,864,5,128500,288,2006,6,"06//2006",1728,1,2,1,3,2
"1341",1971,0,872,872,858,5,123000,480,2007,6,"06//2007",1730,1,3,1,3,2
"1342",2004,0,1114,1114,1114,6,155000,576,2008,7,"07//2008",2228,2,4,2,8,3
"1343",2002,885,1284,2169,1284,7,228500,647,2007,8,"08//2007",3453,3,4,3,7,4
"1344",1950,741,1172,1913,896,9,177000,342,2009,3,"03//2009",2809,2,2,3,1,5
"1345",2006,728,728,1456,728,8,155835,440,2007,7,"07//2007",2184,2,3,2,8,4
"1346",1950,0,960,960,960,5,108500,308,2007,7,"07//2007",1920,2,2,1,1,2
"1347",2003,0,2156,2156,1568,9,262500,508,2006,6,"06//2006",3724,3,3,3,8,5
"1348",2007,0,1776,1776,1732,7,283463,712,2007,5,"05//2007",3508,3,5,3,8,4
"1349",1998,0,1494,1494,1482,5,215000,514,2007,8,"08//2007",2976,2,3,2,7,2
"1350",1987,1215,938,2358,684,8,122000,0,2008,12,"12//2008",2837,2,1,4,5,4
"1351",1969,1296,1338,2634,1248,12,200000,968,2009,8,"08//2009",3882,3,6,4,3,7
"1352",1962,858,858,1716,858,8,171000,490,2008,3,"03//2008",2574,2,3,3,2,4
"1353",2000,390,786,1176,698,4,134900,624,2009,7,"07//2009",1874,2,4,2,7,2
"1354",1996,1185,2053,3238,2033,9,410000,666,2010,3,"03//2010",5271,4,4,5,7,5
"1355",2000,873,992,1865,992,7,235000,839,2008,6,"06//2008",2857,2,5,3,7,4
"1356",1992,698,1222,1920,570,8,170000,487,2006,9,"09//2006",2490,2,3,3,6,4
"1357",1966,0,892,892,864,5,110000,264,2008,10,"10//2008",1756,1,2,1,3,2
"1358",2008,0,1078,1078,1078,6,149900,500,2010,4,"04//2010",2156,2,3,2,8,3
"1359",2000,804,769,1573,756,5,177500,440,2010,6,"06//2010",2329,2,3,2,7,2
"1360",2005,0,1980,1980,1980,8,315000,770,2006,9,"09//2006",3960,3,5,3,8,4
"1361",1998,1611,990,2601,612,8,189000,621,2008,5,"05//2008",3213,3,4,4,7,4
"1362",2005,0,1530,1530,1530,7,260000,430,2009,6,"06//2009",3060,2,3,2,8,4
"1363",2007,457,1281,1738,715,7,104900,368,2009,6,"06//2009",2453,2,3,3,8,4
"1364",2007,796,616,1412,616,6,156932,432,2007,3,"03//2007",2028,2,3,2,8,3
"1365",2005,600,520,1200,600,4,144152,480,2006,4,"04//2006",1720,1,3,2,8,2
"1366",2000,860,814,1674,814,7,216000,663,2010,1,"01//2010",2488,2,4,3,7,4
"1367",1999,908,882,1790,873,7,193000,588,2008,6,"06//2008",2663,2,4,3,7,4
"1368",1977,550,925,1475,757,6,127000,336,2006,7,"07//2006",2232,2,2,2,4,3
"1369",2004,0,848,848,848,4,144000,420,2009,6,"06//2009",1696,1,3,1,8,2
"1370",2003,0,1668,1668,1657,8,232000,502,2010,5,"05//2010",3325,3,3,3,8,4
"1371",1950,534,840,1374,840,6,105000,338,2009,10,"10//2009",2214,2,2,2,1,3
"1372",1996,0,1661,1661,992,8,165500,377,2008,10,"10//2008",2653,2,3,2,7,4
"1373",1998,989,1108,2097,1108,8,274300,583,2006,6,"06//2006",3205,3,4,3,7,4
"1374",2002,0,2633,2633,2633,8,466500,804,2007,3,"03//2007",5266,4,5,4,7,4
"1375",2005,932,1026,1958,1026,9,250000,936,2008,7,"07//2008",2984,2,6,3,8,5
"1376",2007,0,1571,1571,1571,7,239000,722,2007,12,"12//2007",3142,2,5,2,8,4
"1377",1950,0,790,790,768,4,91000,160,2008,4,"04//2008",1558,1,1,1,1,2
"1378",1960,620,984,1604,984,6,117000,660,2009,7,"07//2009",2588,2,4,2,2,3
"1379",1973,504,483,987,483,5,83000,264,2006,6,"06//2006",1470,1,2,1,4,2
"1380",2007,640,754,1394,384,7,167500,400,2008,5,"05//2008",1778,2,3,2,8,4
"1381",1950,0,864,864,864,5,58500,200,2010,6,"06//2010",1728,1,2,1,1,2
"1382",1970,0,2117,2117,1205,7,237500,550,2008,5,"05//2008",3322,3,4,3,3,4
"1383",1950,764,998,1762,596,8,157000,576,2006,10,"10//2006",2358,2,4,3,1,4
"1384",2007,0,1416,1416,816,7,112000,576,2007,8,"08//2007",2232,2,4,2,8,4
"1385",1950,560,698,1258,560,6,105000,280,2009,10,"10//2009",1818,2,2,2,1,3
"1386",2007,358,796,1154,796,7,125500,240,2010,5,"05//2010",1950,2,2,2,8,4
"1387",1978,1392,1392,2784,1392,12,250000,564,2006,7,"07//2006",4176,3,4,4,4,7
"1388",1950,862,1664,2526,714,10,136000,216,2007,8,"08//2007",3240,3,2,4,1,6
"1389",2007,0,1746,1746,1746,7,377500,758,2009,10,"10//2009",3492,3,5,3,8,4
"1390",1950,349,869,1218,735,6,131000,440,2007,3,"03//2007",1953,2,3,2,1,3
"1391",2000,0,1525,1525,1525,6,235000,541,2006,9,"09//2006",3050,2,4,2,7,3
"1392",1967,0,1584,1584,1584,8,124000,792,2009,4,"04//2009",3168,2,5,2,3,4
"1393",1967,0,900,900,864,6,123000,288,2006,12,"12//2006",1764,2,2,1,3,3
"1394",2000,691,1221,1912,482,7,163000,672,2008,4,"04//2008",2394,2,4,3,7,4
"1395",2006,0,1500,1500,1356,6,246578,648,2006,10,"10//2006",2856,2,4,2,8,3
"1396",2006,1349,1133,2482,1094,9,281213,642,2007,2,"02//2007",3576,3,4,4,8,5
"1397",1950,0,1687,1687,747,7,160000,572,2010,6,"06//2010",2434,2,4,3,1,4
"1398",2004,574,939,1513,939,8,137500,180,2007,5,"05//2007",2452,2,2,2,8,4
"1399",1982,768,1136,1904,1208,7,138000,240,2009,5,"05//2009",3112,2,2,3,5,4
"1400",1990,448,1160,1608,976,7,137450,216,2009,10,"10//2009",2584,2,2,2,6,4
"1401",1950,208,950,1158,862,5,120000,208,2008,7,"07//2008",2020,2,2,2,1,2
"1402",2004,729,864,1593,839,8,193000,398,2008,4,"04//2008",2432,2,3,2,8,4
"1403",2006,0,1294,1294,1286,6,193879,662,2006,7,"07//2006",2580,2,4,2,8,3
"1404",2007,0,1464,1464,1485,6,282922,754,2007,8,"08//2007",2949,2,5,2,8,3
"1405",1950,520,694,1214,672,6,105000,936,2006,1,"01//2006",1886,2,6,2,1,3
"1406",2005,0,1646,1646,1594,5,275000,482,2008,1,"01//2008",3240,3,3,2,8,2
"1407",2007,0,768,768,768,5,133000,396,2009,3,"03//2009",1536,1,3,1,8,2
"1408",1985,0,833,833,833,5,112000,0,2009,3,"03//2009",1666,1,1,1,5,2
"1409",1950,622,741,1363,622,6,125500,528,2010,6,"06//2010",1985,2,3,2,1,3
"1410",1991,857,1236,2093,791,7,215000,542,2008,11,"11//2008",2884,2,4,3,6,4
"1411",2001,896,944,1840,944,6,230000,622,2009,6,"06//2009",2784,2,4,3,7,3
"1412",2005,556,1112,1668,856,6,140000,271,2009,9,"09//2009",2524,2,2,3,8,3
"1413",1950,0,1040,1040,0,6,90000,420,2009,6,"06//2009",1040,1,3,2,1,3
"1414",2006,0,1844,1844,1844,7,257000,620,2009,9,"09//2009",3688,3,4,3,8,4
"1415",2000,795,1053,1848,833,8,207000,370,2008,6,"06//2008",2681,2,3,3,7,4
"1416",2007,0,1569,1569,1386,7,175900,660,2009,5,"05//2009",2955,2,4,2,8,4
"1417",1950,1044,1246,2290,777,11,122500,560,2010,4,"04//2010",3067,2,4,3,1,6
"1418",1998,1140,1310,2450,1284,7,340000,1069,2009,5,"05//2009",3734,3,7,4,7,4
"1419",1963,0,1144,1144,1144,6,124000,336,2008,8,"08//2008",2288,2,2,2,2,3
"1420",1969,0,1844,1844,1844,7,223000,540,2006,12,"12//2006",3688,3,4,3,3,4
"1421",1968,708,708,1416,708,7,179900,776,2006,5,"05//2006",2124,2,5,2,3,4
"1422",1977,0,1069,1069,1069,4,127500,440,2010,7,"07//2010",2138,2,3,2,4,2
"1423",2003,0,848,848,848,3,136500,420,2008,3,"03//2008",1696,1,3,1,8,1
"1424",1966,626,1575,2201,697,8,274970,432,2006,8,"08//2006",2898,2,3,3,3,4
"1425",1983,0,1344,1344,1024,6,144000,484,2007,6,"06//2007",2368,2,3,2,5,3
"1426",1959,0,1252,1252,1252,7,142000,528,2008,10,"10//2008",2504,2,3,2,2,4
"1427",1994,904,1223,2127,1223,5,271000,525,2008,8,"08//2008",3350,3,3,3,6,2
"1428",1950,510,1048,1558,913,6,140000,288,2008,4,"04//2008",2471,2,2,2,1,3
"1429",1992,0,804,804,788,4,119000,240,2010,2,"02//2010",1592,1,2,1,6,2
"1430",1981,0,1440,1440,1440,7,182900,467,2007,4,"04//2007",2880,2,3,2,5,4
"1431",2005,1104,734,1838,732,7,192140,372,2006,7,"07//2006",2570,2,3,3,8,4
"1432",1976,0,958,958,958,5,143750,440,2009,10,"10//2009",1916,2,3,1,4,2
"1433",2007,0,968,968,656,5,64500,216,2007,8,"08//2007",1624,1,2,1,8,2
"1434",2000,830,962,1792,936,8,186500,451,2008,5,"05//2008",2728,2,3,3,7,4
"1435",1977,0,1126,1126,1126,5,160000,484,2006,5,"05//2006",2252,2,3,2,4,2
"1436",2005,0,1537,1537,1319,7,174000,462,2008,7,"07//2008",2856,2,3,2,8,4
"1437",1971,0,864,864,864,5,120500,528,2007,5,"05//2007",1728,1,3,1,3,2
"1438",2008,0,1932,1932,1932,7,394617,774,2008,11,"11//2008",3864,3,5,3,8,4
"1439",1996,0,1236,1236,912,6,149700,923,2010,4,"04//2010",2148,2,6,2,7,3
"1440",1979,685,1040,1725,539,6,197000,550,2007,11,"11//2007",2264,2,4,3,4,3
"1441",1994,748,1423,2555,588,11,191000,672,2008,9,"09//2008",2759,2,4,4,6,6
"1442",2004,0,848,848,848,3,149300,420,2008,5,"05//2008",1696,1,3,1,8,1
"1443",2008,981,1026,2007,1017,10,310000,812,2009,4,"04//2009",3024,2,5,3,8,6
"1444",1950,0,952,952,952,4,121000,192,2009,5,"05//2009",1904,2,2,1,1,2
"1445",2004,0,1422,1422,1422,7,179600,626,2007,11,"11//2007",2844,2,4,2,8,4
"1446",1966,0,913,913,814,6,129000,240,2007,5,"05//2007",1727,1,2,1,3,3
"1447",1962,0,1188,1188,1188,6,157900,312,2010,4,"04//2010",2376,2,2,2,2,3
"1448",1996,870,1220,2090,1220,8,240000,556,2007,12,"12//2007",3310,3,4,3,7,4
"1449",2000,550,796,1346,560,6,112000,384,2007,5,"05//2007",1906,2,3,2,7,3
"1450",1970,0,630,630,630,3,92000,0,2006,8,"08//2006",1260,1,1,1,3,1
"1451",1974,896,896,1792,896,8,136000,0,2009,9,"09//2009",2688,2,1,3,4,4
"1452",2009,0,1578,1578,1573,7,287090,840,2009,5,"05//2009",3151,2,5,2,8,4
"1453",2005,0,1072,1072,547,5,145000,525,2006,5,"05//2006",1619,1,3,2,8,2
"1454",2006,0,1140,1140,1140,6,84500,0,2006,7,"07//2006",2280,2,1,2,8,3
"1455",2005,0,1221,1221,1221,6,185000,400,2009,10,"10//2009",2442,2,3,2,8,3
"1456",2000,694,953,1647,953,7,175000,460,2007,8,"08//2007",2600,2,3,2,7,4
"1457",1988,0,2073,2073,1542,7,210000,500,2010,2,"02//2010",3615,3,3,3,6,4
"1458",2006,1152,1188,2340,1152,9,266500,252,2010,5,"05//2010",3492,3,2,4,8,5
"1459",1996,0,1078,1078,1078,5,142125,240,2010,4,"04//2010",2156,2,2,2,7,2
